FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath,FileNameClean,FileType,year,month,UsiaDokumen,Size_MB,SizeCategory,Source_Class,Path_modified,Folder_Root,Subfolder_L2,Filename,Path_Class,Path_Anomali,Subfolder_L3,Subfolder_L4,Subfolder_L5,Subfolder_L6,Path_Uniform
adobeclean-regular-webfont,woff,2020-08-27 12:13:04.000000,30.38,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\css\fonts\adobeclean\adobeclean-regular-webfont.woff,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\css\fonts\adobeclean\adobeclean-regular-webfont.woff,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\css\fonts\adobeclean,Adobeclean Regular Webfont,web,2020,8,menengah,0.02966796875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/css/fonts/adobeclean/adobeclean-regular-webfont.woff,C:,Users,adobeclean-regular-webfont.woff,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:08:51.000000,0.4,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\cs_cz\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\cs_cz\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\cs_cz,Locale,code,2020,10,menengah,0.000390625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/cs_cz/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:09:37.000000,0.38,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\de_de\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\de_de\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\de_de,Locale,code,2020,10,menengah,0.00037109375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/de_de/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 20:07:21.000000,0.34,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\en_US\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\en_US\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\en_US,Locale,code,2020,10,menengah,0.00033203125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/en_US/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:10:38.000000,0.38,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\es_es\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\es_es\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\es_es,Locale,code,2020,10,menengah,0.00037109375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/es_es/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:11:18.000000,0.37,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\fr_fr\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\fr_fr\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\fr_fr,Locale,code,2020,10,menengah,0.000361328125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/fr_fr/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:11:58.000000,0.48,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\it_it\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\it_it\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\it_it,Locale,code,2020,10,menengah,0.00046875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/it_it/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:13:11.000000,0.42,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ja_jp\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ja_jp\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ja_jp,Locale,code,2020,10,menengah,0.00041015625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/ja_jp/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:16:09.000000,0.4,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ko_kr\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ko_kr\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ko_kr,Locale,code,2020,10,menengah,0.000390625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/ko_kr/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:16:49.000000,0.38,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\nl_nl\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\nl_nl\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\nl_nl,Locale,code,2020,10,menengah,0.00037109375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/nl_nl/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:17:35.000000,0.41,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\pl_pl\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\pl_pl\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\pl_pl,Locale,code,2020,10,menengah,0.000400390625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/pl_pl/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 20:16:20.000000,0.61,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ru_ru\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ru_ru\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\ru_ru,Locale,code,2020,10,menengah,0.000595703125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/ru_ru/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:18:25.000000,0.37,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\sv_se\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\sv_se\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\sv_se,Locale,code,2020,10,menengah,0.000361328125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/sv_se/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:24:08.000000,0.35,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\zh_cn\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\zh_cn\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\zh_cn,Locale,code,2020,10,menengah,0.000341796875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/zh_cn/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
locale,json,2020-10-21 21:22:05.000000,0.35,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\zh_tw\locale.json,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\zh_tw\locale.json,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\carousel\Dictionary\zh_tw,Locale,code,2020,10,menengah,0.000341796875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/carousel/Dictionary/zh_tw/locale.json,C:,Users,locale.json,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
appIcon,png,2020-06-14 23:00:00.000000,1.08,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\content\images\appIcon.png,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\content\images\appIcon.png,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\content\images,Appicon,image,2020,6,lama,0.0010546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/content/images/appIcon.png,C:,Users,appIcon.png,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
appIcon2x,png,2020-06-14 23:00:00.000000,2.22,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\content\images\appIcon2x.png,Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\content\images\appIcon2x.png,C:\Users\ASUS\OneDrive\Documents\Adobe\Adobe InDesign 2022 v17.4.0.51\resources\content\images,Appicon2X,image,2020,6,lama,0.00216796875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Adobe InDesign 2022 v17.4.0.51/resources/content/images/appIcon2x.png,C:,Users,appIcon2x.png,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
AMERequestDB,,2025-04-01 06:35:48.719334,2.0,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\AMERequestDB,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\AMERequestDB,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0,Amerequestdb,other,2025,4,baru,0.001953125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/AMERequestDB,C:,Users,AMERequestDB,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Untitled,prproj,2025-04-01 06:34:55.392715,6.02,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Untitled.prproj,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Untitled.prproj,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0,Untitled,project,2025,4,baru,0.00587890625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Untitled.prproj,C:,Users,Untitled.prproj,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Untitled-2025-04-01_06-51-45,prproj,2025-04-01 06:51:45.728551,15.74,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled-2025-04-01_06-51-45.prproj,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled-2025-04-01_06-51-45.prproj,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save,Untitled 2025 04 01 06 51 45,project,2025,4,baru,0.01537109375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Adobe Premiere Pro Auto-Save/Untitled-2025-04-01_06-51-45.prproj,C:,Users,Untitled-2025-04-01_06-51-45.prproj,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Untitled-2025-04-01_07-05-41,prproj,2025-04-01 07:05:41.889700,18.33,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled-2025-04-01_07-05-41.prproj,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled-2025-04-01_07-05-41.prproj,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save,Untitled 2025 04 01 07 05 41,project,2025,4,baru,0.017900390625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Adobe Premiere Pro Auto-Save/Untitled-2025-04-01_07-05-41.prproj,C:,Users,Untitled-2025-04-01_07-05-41.prproj,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Untitled-2025-04-01_07-23-13,prproj,2025-04-01 07:23:13.352802,45.07,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled-2025-04-01_07-23-13.prproj,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled-2025-04-01_07-23-13.prproj,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save,Untitled 2025 04 01 07 23 13,project,2025,4,baru,0.044013671875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Adobe Premiere Pro Auto-Save/Untitled-2025-04-01_07-23-13.prproj,C:,Users,Untitled-2025-04-01_07-23-13.prproj,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Untitled,prproj,2025-04-01 07:23:13.352802,45.07,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled.prproj,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save\Untitled.prproj,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Adobe Premiere Pro Auto-Save,Untitled,project,2025,4,baru,0.044013671875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Adobe Premiere Pro Auto-Save/Untitled.prproj,C:,Users,Untitled.prproj,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Adobe Premiere Pro Prefs,,2025-06-07 11:52:13.986622,52.79,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Adobe Premiere Pro Prefs,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Adobe Premiere Pro Prefs,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS,Adobe Premiere Pro Prefs,other,2025,6,baru,0.051552734375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Adobe Premiere Pro Prefs,C:,Users,Adobe Premiere Pro Prefs,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Installed Guides,guides,2025-04-01 06:34:51.404933,1.0,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Installed Guides.guides,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Installed Guides.guides,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS,Installed Guides,document,2025,4,baru,0.0009765625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Installed Guides.guides,C:,Users,Installed Guides.guides,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Media Browser Provider Exception,,2025-06-07 11:52:13.247858,0.19,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Media Browser Provider Exception,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Media Browser Provider Exception,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS,Media Browser Provider Exception,other,2025,6,baru,0.000185546875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Media Browser Provider Exception,C:,Users,Media Browser Provider Exception,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
metadatacache,prmdc2,2025-06-07 10:57:52.434207,85.0,0.0001,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\metadatacache.prmdc2,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\metadatacache.prmdc2,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS,Metadatacache,project,2025,6,baru,0.0830078125,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/metadatacache.prmdc2,C:,Users,metadatacache.prmdc2,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Recent Directories,,2025-06-07 11:52:13.227992,0.17,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Recent Directories,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Recent Directories,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS,Recent Directories,other,2025,6,baru,0.000166015625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Recent Directories,C:,Users,Recent Directories,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
SharedView Column Settings,,2025-06-07 11:52:13.244850,0.15,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\SharedView Column Settings,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\SharedView Column Settings,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS,Sharedview Column Settings,other,2025,6,baru,0.000146484375,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/SharedView Column Settings,C:,Users,SharedView Column Settings,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
UserWorkspace,xml,2025-06-07 11:04:42.229413,693.0,0.0007,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts\UserWorkspace.xml,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts\UserWorkspace.xml,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts,Userworkspace,code,2025,6,baru,0.6767578125,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Layouts/UserWorkspace.xml,C:,Users,UserWorkspace.xml,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
UserWorkspace_1,xml,2025-06-07 11:52:13.003319,480.01,0.0005,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts\UserWorkspace_1.xml,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts\UserWorkspace_1.xml,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts,Userworkspace 1,code,2025,6,baru,0.468759765625,Sedang (100KB–1MB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Layouts/UserWorkspace_1.xml,C:,Users,UserWorkspace_1.xml,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
WorkspaceConfig,xml,2025-06-07 11:52:12.987803,2.98,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts\WorkspaceConfig.xml,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts\WorkspaceConfig.xml,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Layouts,Workspaceconfig,code,2025,6,baru,0.00291015625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Layouts/WorkspaceConfig.xml,C:,Users,WorkspaceConfig.xml,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
Custom Overlay,olp,2025-04-01 06:34:23.908236,2.57,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Settings\Overlay Presets\Custom Overlay.olp,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Settings\Overlay Presets\Custom Overlay.olp,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Settings\Overlay Presets,Custom Overlay,project,2025,4,baru,0.002509765625,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Settings/Overlay Presets/Custom Overlay.olp,C:,Users,Custom Overlay.olp,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
(Config),essentialsound,2025-06-07 10:57:26.187522,1.79,0.0,documents,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Settings\EssentialSound\Default\ambience\(Config).essentialsound,Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Settings\EssentialSound\Default\ambience\(Config).essentialsound,C:\Users\ASUS\OneDrive\Documents\Adobe\Premiere Pro\22.0\Profile-ASUS\Settings\EssentialSound\Default\ambience,Config,audio,2025,6,baru,0.001748046875,Kecil (<100KB),Lainnya,C:/Users/ASUS/OneDrive/Documents/Adobe/Premiere Pro/22.0/Profile-ASUS/Settings/EssentialSound/Default/ambience/(Config).essentialsound,C:,Users,(Config).essentialsound,Lainnya,Yes,ASUS,OneDrive,Documents,Adobe,C:/Users/ASUS/OneDrive/Documents
