FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath
Desk_12_Juli_2022_SM147,.docx,2022-07-23 08:09:40.000000,2100.69,0.002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\deskripsi\12 Juli 2022\Desk_12_Juli_2022_SM147.docx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\deskripsi\12 Juli 2022\Desk_12_Juli_2022_SM147.docx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\deskripsi\12 Juli 2022
Desk_12_Juli_2022_SM148,.docx,2022-07-23 08:09:38.000000,3020.79,0.0029,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\deskripsi\12 Juli 2022\Desk_12_Juli_2022_SM148.docx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\deskripsi\12 Juli 2022\Desk_12_Juli_2022_SM148.docx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\deskripsi\12 Juli 2022
Database Survei Lapangan Geologi - Tim 4 - Pulau Kai ,.xlsx,2022-07-23 08:09:04.000000,67.22,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\Database Survei Lapangan Geologi - Tim 4 - Pulau Kai .xlsx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\Database Survei Lapangan Geologi - Tim 4 - Pulau Kai .xlsx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX
SM148_sampel batugamping terumbu,.jpg,2022-07-23 07:32:04.000000,1613.53,0.0015,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM148_sampel batugamping terumbu.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM148_sampel batugamping terumbu.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
SM147_sampel batugamping terumbu dan napal,.jpg,2022-07-23 07:32:00.000000,532.96,0.0005,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM147_sampel batugamping terumbu dan napal.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM147_sampel batugamping terumbu dan napal.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
Pemetaan Lapangan Tiap Hari Tual dan Kei,.mxd,2022-07-19 17:25:16.000000,4594.0,0.0044,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Lapangan Tiap Hari Tual dan Kei.mxd,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Lapangan Tiap Hari Tual dan Kei.mxd,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG
SMK8_singkapan batu gamping klastik,.jpg,2022-07-17 14:14:52.000000,471.94,0.0005,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK8_singkapan batu gamping klastik.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK8_singkapan batu gamping klastik.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022
SMK8_singkapan gamping klastik,.jpg,2022-07-17 14:14:50.000000,495.17,0.0005,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK8_singkapan gamping klastik.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK8_singkapan gamping klastik.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022
SMK1_singkapan batugamping terumbu,.jpg,2022-07-17 14:14:32.000000,436.36,0.0004,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK1_singkapan batugamping terumbu.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK1_singkapan batugamping terumbu.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022
SMK1_singkapan gamping terumbu dan arah,.jpg,2022-07-17 14:14:28.000000,383.6,0.0004,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK1_singkapan gamping terumbu dan arah.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK1_singkapan gamping terumbu dan arah.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022
SMK8_sampel gamping pasiran,.jpeg,2022-07-17 14:13:48.000000,171.21,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK8_sampel gamping pasiran.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK8_sampel gamping pasiran.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022
SMK1_sampel gamping terumbu,.jpeg,2022-07-17 14:13:40.000000,200.11,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK1_sampel gamping terumbu.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022\SMK1_sampel gamping terumbu.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\16 Juli 2022
Pemetaan Day 5,.shx,2022-07-17 14:09:16.000000,0.11,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.shx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.shx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5
Pemetaan Day 5,.shp,2022-07-17 14:09:16.000000,0.15,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.shp,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.shp,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5
Pemetaan Day 5,.sbx,2022-07-17 14:09:16.000000,0.12,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.sbx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.sbx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5
Pemetaan Day 5,.sbn,2022-07-17 14:09:16.000000,0.16,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.sbn,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.sbn,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5
Pemetaan Day 5,.dbf,2022-07-17 14:09:16.000000,0.21,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.dbf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.dbf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5
Pemetaan Day 5,.cpg,2022-07-17 14:09:16.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.cpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.cpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5
Pemetaan Day 5,.prj,2022-07-17 14:05:36.000000,0.4,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.prj,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5\Pemetaan Day 5.prj,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 5
rekomendasi titik pulau kai dan tual,.zip,2022-07-15 18:53:32.000000,1.99,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\rekomendasi titik\rekomendasi titik pulau kai dan tual.zip,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\rekomendasi titik\rekomendasi titik pulau kai dan tual.zip,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\rekomendasi titik
SM149_c_bukti batas lapisan formasi elat dan formasi weduar,.jpg,2022-07-15 17:07:16.000000,443.24,0.0004,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_bukti batas lapisan formasi elat dan formasi weduar.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_bukti batas lapisan formasi elat dan formasi weduar.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_c_arah singkapan,.jpeg,2022-07-15 16:36:52.000000,250.08,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_arah singkapan.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_arah singkapan.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_c_singkapan batugamping klastik dan napal,.jpeg,2022-07-15 16:36:44.000000,220.23,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_singkapan batugamping klastik dan napal.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_singkapan batugamping klastik dan napal.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_b_singkapan napal,.jpeg,2022-07-15 16:36:30.000000,237.87,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_b_singkapan napal.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_b_singkapan napal.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_b_singkapan napal (2),.jpeg,2022-07-15 16:36:18.000000,216.22,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_b_singkapan napal (2).jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_b_singkapan napal (2).jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_a_singkapan gamping klastik dan bukti sinklin,.jpeg,2022-07-15 16:36:04.000000,269.92,0.0003,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_singkapan gamping klastik dan bukti sinklin.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_singkapan gamping klastik dan bukti sinklin.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_a_singkapan gamping klastik,.jpeg,2022-07-15 16:35:52.000000,238.8,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_singkapan gamping klastik.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_singkapan gamping klastik.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_a_singkapan gamping klastik (2),.jpeg,2022-07-15 16:35:42.000000,221.74,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_singkapan gamping klastik (2).jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_singkapan gamping klastik (2).jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM142_singkapan gamping klastik,.jpeg,2022-07-15 16:35:32.000000,189.23,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM142_singkapan gamping klastik.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM142_singkapan gamping klastik.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM142_singkapan gamping,.jpeg,2022-07-15 16:35:24.000000,131.65,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM142_singkapan gamping.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM142_singkapan gamping.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_c_sampel napal dan batugamping klastik,.jpg,2022-07-15 16:31:24.000000,103.58,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_sampel napal dan batugamping klastik.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_c_sampel napal dan batugamping klastik.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_b_sampel napal,.jpg,2022-07-15 16:31:24.000000,86.81,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_b_sampel napal.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_b_sampel napal.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM142_sampel gamping klastik dan napal,.jpg,2022-07-15 16:31:22.000000,113.42,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM142_sampel gamping klastik dan napal.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM142_sampel gamping klastik dan napal.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
SM149_a_sampel gamping klastik,.jpg,2022-07-15 16:31:22.000000,124.91,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_sampel gamping klastik.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\SM149_a_sampel gamping klastik.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
s2d3,.jpg,2022-07-15 16:19:18.000000,63.41,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\s2d3.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\s2d3.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
s4d3,.jpg,2022-07-15 16:19:18.000000,72.58,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\s4d3.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\s4d3.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
s3d3,.jpg,2022-07-15 16:19:16.000000,57.08,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\s3d3.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\s3d3.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
S1d3,.jpg,2022-07-15 16:19:08.000000,63.8,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\S1d3.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022\S1d3.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\14 Juli 2022
Pemetaan_D3,.dbf,2022-07-15 16:12:08.000000,0.32,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.dbf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.dbf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3
Pemetaan_D3,.shp,2022-07-15 16:12:08.000000,0.21,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.shp,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.shp,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3
Pemetaan_D3,.cpg,2022-07-15 16:12:08.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.cpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.cpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3
Pemetaan_D3,.shx,2022-07-15 16:12:08.000000,0.13,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.shx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.shx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3
Pemetaan_D3,.sbx,2022-07-15 16:12:08.000000,0.12,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.sbx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.sbx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3
Pemetaan_D3,.sbn,2022-07-15 16:12:08.000000,0.18,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.sbn,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.sbn,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3
Pemetaan_D3,.prj,2022-07-15 16:04:40.000000,0.4,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.prj,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3\Pemetaan_D3.prj,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 3
93171,.jpg,2022-07-15 15:56:50.000000,56.0,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\93171.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\93171.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK2_singkapan gamping terumbu,.jpg,2022-07-15 15:46:00.000000,99.42,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_singkapan gamping terumbu.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_singkapan gamping terumbu.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK2_singkapan gamping terumbu (2),.jpg,2022-07-15 15:45:50.000000,95.97,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_singkapan gamping terumbu (2).jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_singkapan gamping terumbu (2).jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK6_singkapan gamping terumbu,.jpg,2022-07-15 15:45:42.000000,92.84,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK6_singkapan gamping terumbu.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK6_singkapan gamping terumbu.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK2_sampel batugamping terumbu,.jpeg,2022-07-15 15:44:10.000000,186.22,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_sampel batugamping terumbu.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_sampel batugamping terumbu.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK6_sampel batugamping terumbu,.jpeg,2022-07-15 15:43:56.000000,180.39,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK6_sampel batugamping terumbu.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK6_sampel batugamping terumbu.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK7_sampel batugamping terumbu,.jpeg,2022-07-15 15:43:32.000000,153.62,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK7_sampel batugamping terumbu.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK7_sampel batugamping terumbu.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK6_singkapan batugamping terumbu,.jpeg,2022-07-15 15:43:14.000000,234.42,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK6_singkapan batugamping terumbu.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK6_singkapan batugamping terumbu.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK2_singkapan batugamping terumbu berupa tonjolan permukaan,.jpeg,2022-07-15 15:43:06.000000,264.46,0.0003,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_singkapan batugamping terumbu berupa tonjolan permukaan.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK2_singkapan batugamping terumbu berupa tonjolan permukaan.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
SMK7_singkapan batugamping terumbu di goa karst,.jpeg,2022-07-15 15:42:44.000000,326.86,0.0003,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK7_singkapan batugamping terumbu di goa karst.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022\SMK7_singkapan batugamping terumbu di goa karst.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\13 Juli 2022
Pemetaan Pulau Kai Untuk BIG Maluku,.mxd,2022-07-13 19:47:24.000000,5249.5,0.005,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Pulau Kai Untuk BIG Maluku.mxd,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Pulau Kai Untuk BIG Maluku.mxd,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG
